Scorecard,Team 1,Team 2,Ground,Winner,Host,Day,Month,Year,WinInn
ODI # 2473,Australia,England,Melbourne,Australia,Australia,12,Jan,2007,2
ODI # 2474,Australia,New Zealand,Hobart,Australia,Australia,14,Jan,2007,1
ODI # 2475,England,New Zealand,Hobart,England,Australia,16,Jan,2007,2
ODI # 2476,Kenya,Scotland,Mombasa,Kenya,Kenya,17,Jan,2007,1
ODI # 2477,Canada,Scotland,Mombasa,Scotland,Kenya,18,Jan,2007,2
ODI # 2478,Australia,England,Brisbane,Australia,Australia,19,Jan,2007,2
ODI # 2479,Australia,New Zealand,Sydney,Australia,Australia,21,Jan,2007,2
ODI # 2480,India,West Indies,Nagpur,India,India,21,Jan,2007,1
ODI # 2481,Kenya,Scotland,Mombasa,Kenya,Kenya,21,Jan,2007,1
ODI # 2482,England,New Zealand,Adelaide,New Zealand,Australia,23,Jan,2007,1
ODI # 2483,Canada,Scotland,Mombasa,Scotland,Kenya,23,Jan,2007,2
ODI # 2484,Kenya,Canada,Mombasa,Canada,Kenya,24,Jan,2007,1
ODI # 2485,India,West Indies,Cuttack,India,India,24,Jan,2007,1
ODI # 2486,Australia,England,Adelaide,Australia,Australia,26,Jan,2007,2
ODI # 2487,India,West Indies,Chennai,West Indies,India,27,Jan,2007,2
ODI # 2488,Australia,New Zealand,Perth,Australia,Australia,28,Jan,2007,1
ODI # 2489,Kenya,Bermuda,Nairobi,Kenya,Kenya,29,Jan,2007,2
ODI # 2490,England,New Zealand,Perth,New Zealand,Australia,30,Jan,2007,1
ODI # 2491,Canada,Netherlands,Nairobi,Netherlands,Kenya,30,Jan,2007,2
ODI # 2492,Ireland,Scotland,Nairobi,Scotland,Kenya,30,Jan,2007,2
ODI # 2493,India,West Indies,Vadodara,India,India,31,Jan,2007,1
ODI # 2494,Bermuda,Ireland,Nairobi,Ireland,Kenya,31,Jan,2007,2
ODI # 2495,Canada,Scotland,Nairobi,Scotland,Kenya,31,Jan,2007,1
ODI # 2496,Kenya,Netherlands,Nairobi,Kenya,Kenya,31,Jan,2007,2
ODI # 2497,Australia,England,Sydney,England,Australia,2,Feb,2007,1
ODI # 2498,Bermuda,Canada,Nairobi,Canada,Kenya,2,Feb,2007,1
ODI # 2499,Kenya,Ireland,Nairobi,Kenya,Kenya,2,Feb,2007,2
ODI # 2500,Netherlands,Scotland,Nairobi,Scotland,Kenya,2,Feb,2007,1
ODI # 2501,Australia,New Zealand,Melbourne,Australia,Australia,4,Feb,2007,2
ODI # 2502,Bermuda,Netherlands,Nairobi,Netherlands,Kenya,4,Feb,2007,2
ODI # 2503,Canada,Ireland,Nairobi,Canada,Kenya,4,Feb,2007,2
ODI # 2504,Kenya,Scotland,Nairobi,Scotland,Kenya,4,Feb,2007,1
ODI # 2505,Zimbabwe,Bangladesh,Harare,Bangladesh,Zimbabwe,4,Feb,2007,1
ODI # 2506,South Africa,Pakistan,Centurion,South Africa,South Africa,4,Feb,2007,1
ODI # 2507,Bermuda,Scotland,Nairobi,Bermuda,Kenya,5,Feb,2007,2
ODI # 2508,Kenya,Canada,Nairobi,Kenya,Kenya,5,Feb,2007,1
ODI # 2509,Ireland,Netherlands,Nairobi,Netherlands,Kenya,5,Feb,2007,1
ODI # 2510,England,New Zealand,Brisbane,England,Australia,6,Feb,2007,1
ODI # 2511,Zimbabwe,Bangladesh,Harare,Zimbabwe,Zimbabwe,6,Feb,2007,2
ODI # 2512,Kenya,Scotland,Nairobi,Kenya,Kenya,7,Feb,2007,2
ODI # 2513,South Africa,Pakistan,Durban,Pakistan,South Africa,7,Feb,2007,1
ODI # 2515,Australia,England,Melbourne,England,Australia,9,Feb,2007,2
ODI # 2516,Zimbabwe,Bangladesh,Harare,Bangladesh,Zimbabwe,9,Feb,2007,1
ODI # 2518,Zimbabwe,Bangladesh,Harare,Bangladesh,Zimbabwe,10,Feb,2007,2
ODI # 2519,Australia,England,Sydney,England,Australia,11,Feb,2007,1
ODI # 2520,India,Sri Lanka,Rajkot,Sri Lanka,India,11,Feb,2007,1
ODI # 2521,South Africa,Pakistan,Cape Town,South Africa,South Africa,11,Feb,2007,2
ODI # 2522,India,Sri Lanka,Margao,India,India,14,Feb,2007,2
ODI # 2523,South Africa,Pakistan,Johannesburg,South Africa,South Africa,14,Feb,2007,2
ODI # 2524,New Zealand,Australia,Wellington,New Zealand,New Zealand,16,Feb,2007,2
ODI # 2525,India,Sri Lanka,Visakhapatnam,India,India,17,Feb,2007,2
ODI # 2526,New Zealand,Australia,Auckland,New Zealand,New Zealand,18,Feb,2007,2
ODI # 2527,New Zealand,Australia,Hamilton,New Zealand,New Zealand,20,Feb,2007,2
ODI # 2528,Bangladesh,Bermuda,St John's,Bangladesh,West Indies,25,Feb,2007,2
ODI # 2529,Bermuda,Canada,St John's,Canada,West Indies,26,Feb,2007,2
ODI # 2530,Bangladesh,Canada,St John's,Bangladesh,West Indies,28,Feb,2007,1
ODI # 2531,West Indies,Pakistan,Kingston,West Indies,West Indies,13,Mar,2007,1
ODI # 2532,Australia,Scotland,Basseterre,Australia,West Indies,14,Mar,2007,1
ODI # 2533,Canada,Kenya,Gros Islet,Kenya,West Indies,14,Mar,2007,2
ODI # 2534,Bermuda,Sri Lanka,Port of Spain,Sri Lanka,West Indies,15,Mar,2007,1
ODI # 2536,England,New Zealand,Gros Islet,New Zealand,West Indies,16,Mar,2007,2
ODI # 2537,Netherlands,South Africa,Basseterre,South Africa,West Indies,16,Mar,2007,1
ODI # 2538,Bangladesh,India,Port of Spain,Bangladesh,West Indies,17,Mar,2007,2
ODI # 2539,Ireland,Pakistan,Kingston,Ireland,West Indies,17,Mar,2007,2
ODI # 2540,Australia,Netherlands,Basseterre,Australia,West Indies,18,Mar,2007,1
ODI # 2541,Canada,England,Gros Islet,England,West Indies,18,Mar,2007,1
ODI # 2542,Bermuda,India,Port of Spain,India,West Indies,19,Mar,2007,1
ODI # 2543,West Indies,Zimbabwe,Kingston,West Indies,West Indies,19,Mar,2007,2
ODI # 2544,Kenya,New Zealand,Gros Islet,New Zealand,West Indies,20,Mar,2007,1
ODI # 2545,Scotland,South Africa,Basseterre,South Africa,West Indies,20,Mar,2007,2
ODI # 2546,Bangladesh,Sri Lanka,Port of Spain,Sri Lanka,West Indies,21,Mar,2007,1
ODI # 2547,Pakistan,Zimbabwe,Kingston,Pakistan,West Indies,21,Mar,2007,1
ODI # 2548,Canada,New Zealand,Gros Islet,New Zealand,West Indies,22,Mar,2007,1
ODI # 2549,Netherlands,Scotland,Basseterre,Netherlands,West Indies,22,Mar,2007,2
ODI # 2550,India,Sri Lanka,Port of Spain,Sri Lanka,West Indies,23,Mar,2007,1
ODI # 2551,West Indies,Ireland,Kingston,West Indies,West Indies,23,Mar,2007,2
ODI # 2552,Australia,South Africa,Basseterre,Australia,West Indies,24,Mar,2007,1
ODI # 2553,England,Kenya,Gros Islet,England,West Indies,24,Mar,2007,2
ODI # 2554,Bangladesh,Bermuda,Port of Spain,Bangladesh,West Indies,25,Mar,2007,2
ODI # 2555,West Indies,Australia,North Sound,Australia,West Indies,27-28,Mar,2007,1
ODI # 2556,South Africa,Sri Lanka,Providence,South Africa,West Indies,28,Mar,2007,2
ODI # 2557,West Indies,New Zealand,North Sound,New Zealand,West Indies,29,Mar,2007,2
ODI # 2558,England,Ireland,Providence,England,West Indies,30,Mar,2007,1
ODI # 2559,Australia,Bangladesh,North Sound,Australia,West Indies,31,Mar,2007,2
ODI # 2560,West Indies,Sri Lanka,Providence,Sri Lanka,West Indies,1,Apr,2007,1
ODI # 2561,Bangladesh,New Zealand,North Sound,New Zealand,West Indies,2,Apr,2007,2
ODI # 2562,Ireland,South Africa,Providence,South Africa,West Indies,3,Apr,2007,2
ODI # 2563,England,Sri Lanka,North Sound,Sri Lanka,West Indies,4,Apr,2007,1
ODI # 2564,Bangladesh,South Africa,Providence,Bangladesh,West Indies,7,Apr,2007,1
ODI # 2565,Australia,England,North Sound,Australia,West Indies,8,Apr,2007,2
ODI # 2566,Ireland,New Zealand,Providence,New Zealand,West Indies,9,Apr,2007,1
ODI # 2567,West Indies,South Africa,St George's,South Africa,West Indies,10,Apr,2007,1
ODI # 2568,Bangladesh,England,Bridgetown,England,West Indies,11,Apr,2007,2
ODI # 2569,New Zealand,Sri Lanka,St George's,Sri Lanka,West Indies,12,Apr,2007,2
ODI # 2570,Australia,Ireland,Bridgetown,Australia,West Indies,13,Apr,2007,2
ODI # 2571,New Zealand,South Africa,St George's,New Zealand,West Indies,14,Apr,2007,2
ODI # 2572,Bangladesh,Ireland,Bridgetown,Ireland,West Indies,15,Apr,2007,1
ODI # 2573,Australia,Sri Lanka,St George's,Australia,West Indies,16,Apr,2007,2
ODI # 2574,England,South Africa,Bridgetown,South Africa,West Indies,17,Apr,2007,2
ODI # 2575,Ireland,Sri Lanka,St George's,Sri Lanka,West Indies,18,Apr,2007,2
ODI # 2576,West Indies,Bangladesh,Bridgetown,West Indies,West Indies,19,Apr,2007,1
ODI # 2577,Australia,New Zealand,St George's,Australia,West Indies,20,Apr,2007,1
ODI # 2578,West Indies,England,Bridgetown,England,West Indies,21,Apr,2007,2
ODI # 2579,New Zealand,Sri Lanka,Kingston,Sri Lanka,West Indies,24,Apr,2007,1
ODI # 2580,Australia,South Africa,Gros Islet,Australia,West Indies,25,Apr,2007,2
ODI # 2581,Australia,Sri Lanka,Bridgetown,Australia,West Indies,28,Apr,2007,1
ODI # 2582,Bangladesh,India,Dhaka,India,Bangladesh,10,May,2007,2
ODI # 2583,Bangladesh,India,Dhaka,India,Bangladesh,12,May,2007,1
ODI # 2584,Pakistan,Sri Lanka,Abu Dhabi,Pakistan,U.A.E.,18,May,2007,2
ODI # 2585,Pakistan,Sri Lanka,Abu Dhabi,Pakistan,U.A.E.,20,May,2007,1
ODI # 2586,Pakistan,Sri Lanka,Abu Dhabi,Sri Lanka,U.A.E.,22,May,2007,1
ODI # 2590,Ireland,India,Belfast,India,Ireland,23,Jun,2007,2
ODI # 2591,Ireland,South Africa,Belfast,South Africa,Ireland,24,Jun,2007,1
ODI # 2592,India,South Africa,Belfast,South Africa,Ireland,26,Jun,2007,2
ODI # 2593,India,South Africa,Belfast,India,Ireland,29,Jun,2007,2
ODI # 2594,England,West Indies,Lord's,England,England,1,Jul,2007,1
ODI # 2595,India,South Africa,Belfast,India,Ireland,1,Jul,2007,2
ODI # 2596,Canada,Netherlands,Toronto,Netherlands,Canada,3,Jul,2007,1
ODI # 2597,England,West Indies,Birmingham,West Indies,England,4,Jul,2007,1
ODI # 2598,England,West Indies,Nottingham,West Indies,England,7,Jul,2007,1
ODI # 2599,Netherlands,West Indies,Dublin,West Indies,Ireland,10,Jul,2007,2
ODI # 2600,Ireland,Netherlands,Belfast,Ireland,Ireland,11,Jul,2007,1
ODI # 2601,Scotland,West Indies,Dublin,West Indies,Ireland,12,Jul,2007,2
ODI # 2604,Ireland,Scotland,Belfast,Ireland,Ireland,15,Jul,2007,1
ODI # 2605,Sri Lanka,Bangladesh,Colombo,Sri Lanka,Sri Lanka,20,Jul,2007,1
ODI # 2606,Sri Lanka,Bangladesh,Colombo,Sri Lanka,Sri Lanka,23,Jul,2007,2
ODI # 2607,Sri Lanka,Bangladesh,Colombo,Sri Lanka,Sri Lanka,25,Jul,2007,1
ODI # 2608,Scotland,India,Glasgow,India,Scotland,16,Aug,2007,2
ODI # 2609,Netherlands,Bermuda,Rotterdam,Netherlands,Netherlands,18,Aug,2007,1
ODI # 2610,Netherlands,Bermuda,Rotterdam,Netherlands,Netherlands,20,Aug,2007,2
ODI # 2611,England,India,Southampton,England,England,21,Aug,2007,1
ODI # 2612,Zimbabwe,South Africa,Bulawayo,South Africa,Zimbabwe,22,Aug,2007,2
ODI # 2613,England,India,Bristol,India,England,24,Aug,2007,1
ODI # 2614,Zimbabwe,South Africa,Harare,South Africa,Zimbabwe,25,Aug,2007,2
ODI # 2615,Zimbabwe,South Africa,Harare,South Africa,Zimbabwe,26,Aug,2007,1
ODI # 2616,England,India,Birmingham,England,England,27,Aug,2007,1
ODI # 2617,England,India,Manchester,England,England,30,Aug,2007,2
ODI # 2618,England,India,Leeds,India,England,2,Sep,2007,1
ODI # 2619,England,India,The Oval,India,England,5,Sep,2007,2
ODI # 2620,England,India,Lord's,England,England,8,Sep,2007,2
ODI # 2622,Sri Lanka,England,Dambulla,Sri Lanka,Sri Lanka,1,Oct,2007,1
ODI # 2623,India,Australia,Kochi,Australia,India,2,Oct,2007,1
ODI # 2624,Sri Lanka,England,Dambulla,England,Sri Lanka,4,Oct,2007,1
ODI # 2625,India,Australia,Hyderabad,Australia,India,5,Oct,2007,1
ODI # 2626,Sri Lanka,England,Dambulla,England,Sri Lanka,7,Oct,2007,2
ODI # 2627,India,Australia,Chandigarh,India,India,8,Oct,2007,1
ODI # 2628,Sri Lanka,England,Colombo,England,Sri Lanka,10,Oct,2007,2
ODI # 2629,India,Australia,Vadodara,Australia,India,11,Oct,2007,2
ODI # 2630,Sri Lanka,England,Colombo,Sri Lanka,Sri Lanka,13,Oct,2007,1
ODI # 2631,India,Australia,Nagpur,Australia,India,14,Oct,2007,1
ODI # 2632,India,Australia,Mumbai,India,India,17,Oct,2007,2
ODI # 2633,Pakistan,South Africa,Lahore,South Africa,Pakistan,18,Oct,2007,1
ODI # 2634,Kenya,Canada,Nairobi,Kenya,Kenya,18,Oct,2007,2
ODI # 2635,Pakistan,South Africa,Lahore,Pakistan,Pakistan,20,Oct,2007,1
ODI # 2636,Kenya,Canada,Nairobi,Kenya,Kenya,20,Oct,2007,2
ODI # 2637,Pakistan,South Africa,Faisalabad,Pakistan,Pakistan,23,Oct,2007,2
ODI # 2638,Kenya,Bermuda,Nairobi,Kenya,Kenya,25,Oct,2007,2
ODI # 2639,Pakistan,South Africa,Multan,South Africa,Pakistan,26,Oct,2007,2
ODI # 2640,Kenya,Bermuda,Nairobi,Kenya,Kenya,27,Oct,2007,2
ODI # 2641,Kenya,Bermuda,Nairobi,Kenya,Kenya,28,Oct,2007,2
ODI # 2642,Pakistan,South Africa,Lahore,South Africa,Pakistan,29,Oct,2007,1
ODI # 2643,India,Pakistan,Guwahati,India,India,5,Nov,2007,2
ODI # 2644,India,Pakistan,Mohali,Pakistan,,8,Nov,2007,2
ODI # 2645,India,Pakistan,Kanpur,India,India,11,Nov,2007,1
ODI # 2646,India,Pakistan,Gwalior,India,India,15,Nov,2007,2
ODI # 2647,India,Pakistan,Jaipur,Pakistan,India,18,Nov,2007,1
ODI # 2648,South Africa,New Zealand,Durban,South Africa,South Africa,25,Nov,2007,2
ODI # 2649,Zimbabwe,West Indies,Harare,Zimbabwe,Zimbabwe,30,Nov,2007,1
ODI # 2650,South Africa,New Zealand,Port Elizabeth,New Zealand,South Africa,30,Nov,2007,2
ODI # 2651,Zimbabwe,West Indies,Harare,West Indies,Zimbabwe,2,Dec,2007,1
ODI # 2652,South Africa,New Zealand,Cape Town,South Africa,South Africa,2,Dec,2007,2
ODI # 2653,Zimbabwe,West Indies,Harare,West Indies,Zimbabwe,4,Dec,2007,2
ODI # 2654,Zimbabwe,West Indies,Bulawayo,West Indies,Zimbabwe,7,Dec,2007,2
ODI # 2655,Australia,New Zealand,Adelaide,Australia,Australia,14,Dec,2007,2
ODI # 2657,Australia,New Zealand,Hobart,Australia,Australia,20,Dec,2007,1
ODI # 2658,New Zealand,Bangladesh,Auckland,New Zealand,New Zealand,26,Dec,2007,2
ODI # 2659,New Zealand,Bangladesh,Napier,New Zealand,New Zealand,28,Dec,2007,1
ODI # 2660,New Zealand,Bangladesh,Queenstown,New Zealand,New Zealand,31,Dec,2007,2
ODI # 2661,South Africa,West Indies,Centurion,South Africa,South Africa,20,Jan,2008,2
ODI # 2662,Pakistan,Zimbabwe,Karachi,Pakistan,Pakistan,21,Jan,2008,1
ODI # 2663,Pakistan,Zimbabwe,Hyderabad,Pakistan,India,24,Jan,2008,2
ODI # 2664,South Africa,West Indies,Cape Town,South Africa,South Africa,25,Jan,2008,1
ODI # 2665,Pakistan,Zimbabwe,Multan,Pakistan,Pakistan,27,Jan,2008,1
ODI # 2666,South Africa,West Indies,Port Elizabeth,South Africa,South Africa,27,Jan,2008,2
ODI # 2667,Pakistan,Zimbabwe,Faisalabad,Pakistan,Pakistan,30,Jan,2008,2
ODI # 2668,South Africa,West Indies,Durban,South Africa,South Africa,1,Feb,2008,2
ODI # 2669,Pakistan,Zimbabwe,Sheikhupura,Pakistan,Pakistan,2,Feb,2008,2
ODI # 2671,South Africa,West Indies,Johannesburg,South Africa,South Africa,3,Feb,2008,2
ODI # 2673,Australia,Sri Lanka,Sydney,Australia,Australia,8,Feb,2008,1
ODI # 2674,New Zealand,England,Wellington,New Zealand,New Zealand,9,Feb,2008,2
ODI # 2675,Australia,India,Melbourne,India,Australia,10,Feb,2008,2
ODI # 2676,India,Sri Lanka,Canberra,Sri Lanka,Australia,12,Feb,2008,2
ODI # 2677,New Zealand,England,Hamilton,New Zealand,New Zealand,12,Feb,2008,2
ODI # 2678,New Zealand,England,Auckland,England,New Zealand,15,Feb,2008,2
ODI # 2679,Australia,Sri Lanka,Perth,Australia,Australia,15,Feb,2008,1
ODI # 2680,Australia,India,Adelaide,Australia,Australia,17,Feb,2008,1
ODI # 2681,India,Sri Lanka,Adelaide,India,Australia,19,Feb,2008,2
ODI # 2683,Australia,Sri Lanka,Melbourne,Australia,Australia,22,Feb,2008,1
ODI # 2684,New Zealand,England,Christchurch,New Zealand,New Zealand,23,Feb,2008,1
ODI # 2685,Australia,India,Sydney,Australia,Australia,24,Feb,2008,1
ODI # 2686,India,Sri Lanka,Hobart,India,Australia,26,Feb,2008,2
ODI # 2687,Australia,Sri Lanka,Melbourne,Sri Lanka,Australia,29,Feb,2008,1
ODI # 2688,Australia,India,Sydney,India,Australia,2,Mar,2008,2
ODI # 2689,Australia,India,Brisbane,India,Australia,4,Mar,2008,1
ODI # 2690,Bangladesh,South Africa,Chittagong,South Africa,Bangladesh,9,Mar,2008,2
ODI # 2691,Bangladesh,South Africa,Dhaka,South Africa,Bangladesh,12,Mar,2008,2
ODI # 2692,Bangladesh,South Africa,Dhaka,South Africa,Bangladesh,14,Mar,2008,2
ODI # 2693,Bangladesh,Ireland,Dhaka,Bangladesh,Bangladesh,18,Mar,2008,2
ODI # 2694,Bangladesh,Ireland,Dhaka,Bangladesh,Bangladesh,20,Mar,2008,1
ODI # 2695,Bangladesh,Ireland,Dhaka,Bangladesh,Bangladesh,22,Mar,2008,1
ODI # 2696,Pakistan,Bangladesh,Lahore,Pakistan,Pakistan,8,Apr,2008,1
ODI # 2697,West Indies,Sri Lanka,Port of Spain,West Indies,West Indies,10,Apr,2008,2
ODI # 2698,Pakistan,Bangladesh,Faisalabad,Pakistan,Pakistan,11,Apr,2008,2
ODI # 2699,West Indies,Sri Lanka,Port of Spain,West Indies,West Indies,12,Apr,2008,2
ODI # 2700,Pakistan,Bangladesh,Lahore,Pakistan,Pakistan,13,Apr,2008,1
ODI # 2702,Pakistan,Bangladesh,Multan,Pakistan,Pakistan,16,Apr,2008,2
ODI # 2703,Pakistan,Bangladesh,Karachi,Pakistan,Pakistan,19,Apr,2008,1
ODI # 2704,Bangladesh,Pakistan,Dhaka,Pakistan,Bangladesh,8,Jun,2008,1
ODI # 2705,India,Pakistan,Dhaka,India,Bangladesh,10,Jun,2008,1
ODI # 2706,Bangladesh,India,Dhaka,India,Bangladesh,12,Jun,2008,2
ODI # 2707,India,Pakistan,Dhaka,Pakistan,Bangladesh,14,Jun,2008,1
ODI # 2708,England,New Zealand,Chester,England,England,15,Jun,2008,1
ODI # 2710,England,New Zealand,Bristol,New Zealand,England,21,Jun,2008,1
ODI # 2711,Bangladesh,U.A.E.,Lahore,Bangladesh,Pakistan,24,Jun,2008,1
ODI # 2712,Pakistan,Hong Kong,Karachi,Pakistan,Pakistan,24,Jun,2008,1
ODI # 2713,West Indies,Australia,Kingstown,Australia,West Indies,24,Jun,2008,1
ODI # 2715,Bangladesh,Sri Lanka,Lahore,Sri Lanka,Pakistan,25,Jun,2008,1
ODI # 2716,Hong Kong,India,Karachi,India,Pakistan,25,Jun,2008,1
ODI # 2714,England,New Zealand,The Oval,New Zealand,England,25,Jun,2008,2
ODI # 2717,Pakistan,India,Karachi,India,Pakistan,26,Jun,2008,2
ODI # 2718,Sri Lanka,U.A.E.,Lahore,Sri Lanka,Pakistan,26,Jun,2008,1
ODI # 2719,West Indies,Australia,St George's,Australia,West Indies,27,Jun,2008,1
ODI # 2720,England,New Zealand,Lord's,New Zealand,England,28,Jun,2008,1
ODI # 2721,Bangladesh,India,Karachi,India,Pakistan,28,Jun,2008,2
ODI # 2722,Canada,Bermuda,King City,Bermuda,Canada,28,Jun,2008,2
ODI # 2723,Pakistan,Sri Lanka,Karachi,Sri Lanka,Pakistan,29,Jun,2008,1
ODI # 2724,West Indies,Australia,St George's,Australia,West Indies,29,Jun,2008,2
ODI # 2725,Canada,Bermuda,King City,Bermuda,Canada,29,Jun,2008,1
ODI # 2726,Bangladesh,Sri Lanka,Karachi,Sri Lanka,Pakistan,30,Jun,2008,1
ODI # 2727,Ireland,New Zealand,Aberdeen,New Zealand,Scotland,1,Jul,2008,1
ODI # 2728,Canada,Bermuda,King City,Canada,Canada,1,Jul,2008,1
ODI # 2729,Scotland,Ireland,Aberdeen,Scotland,Scotland,2,Jul,2008,2
ODI # 2730,Pakistan,India,Karachi,Pakistan,Pakistan,2,Jul,2008,2
ODI # 2731,Scotland,New Zealand,Aberdeen,New Zealand,Scotland,3,Jul,2008,2
ODI # 2732,India,Sri Lanka,Karachi,India,Pakistan,3,Jul,2008,2
ODI # 2733,Pakistan,Bangladesh,Karachi,Pakistan,Pakistan,4,Jul,2008,2
ODI # 2734,West Indies,Australia,Basseterre,Australia,West Indies,4,Jul,2008,1
ODI # 2735,India,Sri Lanka,Karachi,Sri Lanka,Pakistan,6,Jul,2008,1
ODI # 2736,West Indies,Australia,Basseterre,Australia,West Indies,6,Jul,2008,1
ODI # 2737,Ireland,Netherlands,Dublin,Ireland,Ireland,28,Jul,2008,2
ODI # 2738,Netherlands,Scotland,Dublin,Scotland,Ireland,29,Jul,2008,2
ODI # 2739,Ireland,Scotland,Dublin,Ireland,Ireland,31,Jul,2008,2
ODI # 2740,Netherlands,Bermuda,Amstelveen,Netherlands,Netherlands,8,Aug,2008,2
ODI # 2742,Sri Lanka,India,Dambulla,Sri Lanka,Sri Lanka,18,Aug,2008,2
ODI # 2744,Canada,Bermuda,King City,Canada,Canada,18,Aug,2008,1
ODI # 2745,Sri Lanka,India,Dambulla,India,Sri Lanka,20,Aug,2008,2
ODI # 2746,Bermuda,West Indies,King City,West Indies,Canada,20,Aug,2008,2
ODI # 2747,Netherlands,Kenya,Rotterdam,Netherlands,Netherlands,21,Aug,2008,2
ODI # 2748,England,South Africa,Leeds,England,England,22,Aug,2008,1
ODI # 2749,Canada,West Indies,King City,West Indies,Canada,22,Aug,2008,1
ODI # 2750,Sri Lanka,India,Colombo,India,Sri Lanka,24,Aug,2008,1
ODI # 2751,Ireland,Kenya,Belfast,Ireland,Ireland,24,Aug,2008,1
ODI # 2752,Canada,West Indies,King City,West Indies,Canada,24,Aug,2008,2
ODI # 2754,England,South Africa,Nottingham,England,England,26,Aug,2008,2
ODI # 2755,Sri Lanka,India,Colombo,India,Sri Lanka,27,Aug,2008,1
ODI # 2756,Sri Lanka,India,Colombo,Sri Lanka,Sri Lanka,29,Aug,2008,1
ODI # 2757,England,South Africa,The Oval,England,England,29,Aug,2008,1
ODI # 2758,Australia,Bangladesh,Darwin,Australia,Australia,30,Aug,2008,1
ODI # 2759,England,South Africa,Lord's,England,England,31,Aug,2008,2
ODI # 2760,Australia,Bangladesh,Darwin,Australia,Australia,3,Sep,2008,2
ODI # 2762,Australia,Bangladesh,Darwin,Australia,Australia,6,Sep,2008,1
ODI # 2763,Bangladesh,New Zealand,Dhaka,Bangladesh,Bangladesh,9,Oct,2008,2
ODI # 2764,Bangladesh,New Zealand,Dhaka,New Zealand,Bangladesh,11,Oct,2008,1
ODI # 2765,Bangladesh,New Zealand,Chittagong,New Zealand,Bangladesh,14,Oct,2008,1
ODI # 2766,Ireland,Zimbabwe,Nairobi,Zimbabwe,Kenya,17,Oct,2008,1
ODI # 2767,Kenya,Ireland,Nairobi,Ireland,Kenya,18,Oct,2008,1
ODI # 2768,Kenya,Zimbabwe,Nairobi,Kenya,Kenya,19,Oct,2008,1
ODI # 2769,South Africa,Kenya,Bloemfontein,South Africa,South Africa,31,Oct,2008,1
ODI # 2770,South Africa,Kenya,Kimberley,South Africa,South Africa,2,Nov,2008,2
ODI # 2771,South Africa,Bangladesh,Potchefstroom,South Africa,South Africa,7,Nov,2008,1
ODI # 2772,South Africa,Bangladesh,Benoni,South Africa,South Africa,9,Nov,2008,1
ODI # 2773,Pakistan,West Indies,Abu Dhabi,Pakistan,U.A.E.,12,Nov,2008,2
ODI # 2774,India,England,Rajkot,India,India,14,Nov,2008,1
ODI # 2775,Pakistan,West Indies,Abu Dhabi,Pakistan,U.A.E.,14,Nov,2008,1
ODI # 2776,Pakistan,West Indies,Abu Dhabi,Pakistan,U.A.E.,16,Nov,2008,1
ODI # 2777,India,England,Indore,India,India,17,Nov,2008,1
ODI # 2778,India,England,Kanpur,India,India,20,Nov,2008,1
ODI # 2779,Zimbabwe,Sri Lanka,Harare,Sri Lanka,Zimbabwe,20,Nov,2008,2
ODI # 2780,Zimbabwe,Sri Lanka,Harare,Sri Lanka,Zimbabwe,22,Nov,2008,2
ODI # 2781,India,England,Bengaluru,India,India,23,Nov,2008,1
ODI # 2782,Zimbabwe,Sri Lanka,Harare,Sri Lanka,Zimbabwe,24,Nov,2008,1
ODI # 2783,India,England,Cuttack,India,India,26,Nov,2008,2
ODI # 2784,Zimbabwe,Sri Lanka,Harare,Sri Lanka,Zimbabwe,28,Nov,2008,2
ODI # 2785,Zimbabwe,Sri Lanka,Harare,Sri Lanka,Zimbabwe,30,Nov,2008,1
ODI # 2787,New Zealand,West Indies,Christchurch,West Indies,New Zealand,3,Jan,2009,2
ODI # 2788,New Zealand,West Indies,Wellington,New Zealand,New Zealand,7,Jan,2009,2
ODI # 2790,Bangladesh,Zimbabwe,Dhaka,Zimbabwe,Bangladesh,10,Jan,2009,1
ODI # 2791,Sri Lanka,Zimbabwe,Dhaka,Sri Lanka,Bangladesh,12,Jan,2009,1
ODI # 2792,New Zealand,West Indies,Napier,New Zealand,New Zealand,13,Jan,2009,1
ODI # 2793,Bangladesh,Sri Lanka,Dhaka,Bangladesh,Bangladesh,14,Jan,2009,2
ODI # 2794,Bangladesh,Sri Lanka,Dhaka,Sri Lanka,Bangladesh,16,Jan,2009,2
ODI # 2795,Australia,South Africa,Melbourne,South Africa,Australia,16,Jan,2009,2
ODI # 2796,Australia,South Africa,Hobart,Australia,Australia,18,Jan,2009,1
ODI # 2797,Bangladesh,Zimbabwe,Dhaka,Zimbabwe,Bangladesh,19,Jan,2009,2
ODI # 2798,Pakistan,Sri Lanka,Karachi,Pakistan,Pakistan,20,Jan,2009,2
ODI # 2799,Bangladesh,Zimbabwe,Dhaka,Bangladesh,Bangladesh,21,Jan,2009,2
ODI # 2800,Pakistan,Sri Lanka,Karachi,Sri Lanka,Pakistan,21,Jan,2009,1
ODI # 2801,Bangladesh,Zimbabwe,Dhaka,Bangladesh,Bangladesh,23,Jan,2009,2
